Project,TransactionPrice,Area,SaleDate,SaleType,PropertyType,Tenure,CompletionDate,NumberofUnits,PurchaserType,PostalCode,Floor,MaxFloor
EASTSIDE LOFT,0,1216.33,2002-10-22,New Sale,Apartment,Freehold,2002,1,HDB,437154,4,4
THE SIXTH AVENUE RESIDENCES,0,1356.26,2006-12-26,New Sale,Condominium,Freehold,Uncompleted,1,Private,276543,3,5
PAVILION 11,0,1485.43,2019-12-12,Resale,Condominium,Freehold,2009,1,Private,309978,8,31
RV RESIDENCES,0,678.13,2016-01-08,Resale,Condominium,999 yrs from 21/06/1877,2015,1,Private,248348,6,7
THOMSON GRAND,0,1356.26,2012-04-11,New Sale,Condominium,99 yrs from 08/02/2010,Uncompleted,1,HDB,573915,5,20
CARIBBEAN AT KEPPEL BAY,0,1248.62,2007-04-17,Resale,Condominium,99 yrs from 16/08/1999,2004,1,Private,98652,6,10
RIVER PLACE,0,742.72,1997-08-30,New Sale,Condominium,99 yrs from 07/11/1995,1999,1,HDB,169659,1,10
THE MEDLEY,0,882.65,2007-07-10,New Sale,Apartment,Freehold,2009,1,HDB,426248,3,5
TRIBECA,0,1033.34,2007-08-24,Sub Sale,Condominium,Freehold,Uncompleted,1,HDB,239497,18,30
CYAN,0,1248.62,2011-03-01,New Sale,Condominium,Freehold,Uncompleted,1,Private,258710,12,24
CITYVISTA RESIDENCES,0,2787.88,2007-07-16,New Sale,Condominium,Freehold,Uncompleted,1,Private,228314,18,20
THE INFINITI,0,1356.26,2010-09-27,Resale,Condominium,Freehold,2008,1,HDB,127719,6,12
THE SUNNY SPRING,0,1108.69,2010-02-19,Resale,Apartment,Freehold,1998,1,HDB,398074,5,8
COMMONWEALTH TOWERS,0,688.9,2014-05-27,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,Private,149739,34,43
SUITES 123,0,495.14,2008-07-15,New Sale,Apartment,Freehold,Uncompleted,1,HDB,218401,3,5
LE HILL CONDOMINIUM,0,1442.38,1998-12-01,New Sale,Condominium,Freehold,1999,1,Private,118895,1,4
HUNDRED TREES,0,1302.44,2009-10-30,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,HDB,128015,8,12
PINETREE CONDOMINIUM,0,1168.97,1996-05-14,Sub Sale,Condominium,Freehold,1996,1,HDB,259856,2,5
GEM RESIDENCES,0,775.01,2016-05-27,New Sale,Condominium,99 yrs from 21/09/2015,Uncompleted,1,N.A,319459,18,38
LEONIE GARDENS,0,2540.3,2007-05-04,Resale,Condominium,99 yrs from 15/09/1990,1993,1,Private,239224,14,27
CITY SQUARE RESIDENCES,0,1237.86,2006-05-04,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,207223,9,30
THE PEAK@BALMEG,0,1506.96,2017-10-27,Resale,Condominium,Freehold,2011,1,Private,119918,3,5
TRIBECA,0,1367.03,2019-03-04,Resale,Condominium,Freehold,2010,1,Private,239497,26,30
PEBBLE BAY,0,1302.44,1995-08-31,New Sale,Condominium,99 yrs from 09/03/1994,1997,1,Private,436918,5,17
D'LEEDON,0,1496.2,2019-09-06,Resale,Condominium,99 yrs from 08/04/2010,2014,1,Private,267952,13,35
THE ANSLEY,0,1280.92,2007-12-19,Resale,Condominium,Freehold,2004,1,Private,308214,12,28
TRELLIS TOWERS,0,710.42,1996-12-12,New Sale,Condominium,Freehold,2000,1,HDB,319773,7,30
REGENT RESIDENCES,0,861.12,2011-11-15,New Sale,Apartment,Freehold,Uncompleted,1,HDB,328190,19,26
DE LENTE,0,1011.82,2010-10-29,Resale,Apartment,Freehold,2002,1,Private,278547,1,4
THE ANCHORAGE,0,1237.86,2006-12-20,Resale,Condominium,Freehold,1997,1,Private,159959,15,19
SIMSVILLE,0,979.52,1995-10-06,New Sale,Condominium,99 yrs from 01/12/1994,1998,1,HDB,389757,15,16
THE FORESTA @ MOUNT FABER,0,430.56,2011-06-07,New Sale,Condominium,Freehold,Uncompleted,1,Private,98751,1,5
8@WOODLEIGH,0,839.59,2009-08-05,New Sale,Condominium,99 yrs from 22/09/2008,Uncompleted,1,HDB,357900,7,15
THE TRILLIUM,0,1797.59,2015-11-05,Resale,Condominium,Freehold,2010,1,Private,239434,21,29
THE LAKESHORE,0,1140.98,2007-05-08,Sub Sale,Condominium,99 yrs from 22/11/2002,2007,1,Private,649413,5,17
SHELFORD 23,0,968.76,2009-06-25,New Sale,Apartment,Freehold,Uncompleted,1,Private,288413,1,5
NEWTON SUITES,0,1237.86,2004-11-18,New Sale,Apartment,Freehold,Uncompleted,1,Private,307994,23,35
VARSITY PARK CONDOMINIUM,0,2152.8,2009-12-04,Resale,Condominium,99 yrs from 03/05/2004,2008,1,Private,127335,5,5
SEASCAPE,0,4068.79,2017-07-24,Resale,Condominium,99 yrs from 09/06/2007,2011,1,Private,98308,5,8
SKY@ELEVEN,0,2271.2,2010-11-08,Sub Sale,Condominium,Freehold,2010,1,Private,297727,33,42
BEACON HEIGHTS,0,893.41,2009-07-16,New Sale,Condominium,999 yrs from 02/06/1882,Uncompleted,1,HDB,328689,24,27
COSMO,0,419.8,2008-04-02,New Sale,Apartment,Freehold,Uncompleted,1,HDB,399914,6,13
CITY SQUARE RESIDENCES,0,839.59,2005-05-26,New Sale,Condominium,Freehold,Uncompleted,1,HDB,207224,12,30
D'OASIA,0,570.49,2010-10-08,Sub Sale,Apartment,Freehold,Uncompleted,1,HDB,416905,4,5
ESPADA,0,559.73,2010-04-28,New Sale,Apartment,Freehold,Uncompleted,1,HDB,238126,18,32
SUMMER GREEN,0,1291.68,2012-10-15,Resale,Apartment,Freehold,1996,1,Private,329585,4,13
THE BENCOOLEN,0,882.65,2007-06-04,Resale,Apartment,99 yrs from 24/06/1995,1999,1,Private,189647,5,19
PARK WEST,0,1248.62,1997-06-10,Resale,Condominium,99 yrs from 08/03/1982,1985,1,Private,128794,8,16
AMARYLLIS VILLE,0,958.0,2004-09-28,Resale,Condominium,99 yrs from 24/10/1997,2004,1,Private,307953,20,30
THE SEA VIEW,0,1410.08,2006-10-10,New Sale,Condominium,Freehold,Uncompleted,1,Private,439945,19,22
TWIN VEW,0,742.72,2018-05-05,New Sale,Apartment,99 yrs from 15/05/2017,Uncompleted,1,Private,126756,24,36
ARTRA,0,828.83,2017-04-29,New Sale,Apartment,99 yrs from 15/02/2016,Uncompleted,1,HDB,158745,5,43
BELLA VISTA,0,592.02,2010-04-01,Resale,Apartment,Freehold,2009,1,Private,358227,3,5
THE ESPIRA,0,1140.98,2007-11-30,New Sale,Apartment,Freehold,Uncompleted,1,Private,425566,2,5
# 1 SUITES,0,635.08,2016-11-16,New Sale,Apartment,Freehold,2016,1,Private,398721,8,8
THE SUNNY SPRING,0,1108.69,1995-05-01,New Sale,Apartment,Freehold,1998,1,Private,398074,8,8
RV SUITES,0,602.78,2018-08-14,Resale,Apartment,Freehold,2012,1,HDB,248289,2,7
CHARMING GARDEN,0,1808.35,2006-03-06,Resale,Condominium,999 yrs from 27/12/1875,1984,1,HDB,268157,2,4
CENTRAL GREEN CONDOMINIUM,0,2109.74,2016-10-13,Resale,Condominium,99 yrs from 01/07/1992,1995,1,Private,169479,23,23
PARC VISTA,0,1076.4,2009-08-24,Resale,Condominium,99 yrs from 01/03/1995,1997,1,Private,649814,3,16
BRADDELL VIEW,0,1700.71,2013-09-20,Resale,Apartment,99 yrs from 25/03/1981,1981,1,Private,579725,11,25
JERVOIS JADE APARTMENTS,0,1140.98,2001-04-01,New Sale,Apartment,99 yrs from 09/04/1998,2000,1,HDB,249114,9,19
SANCTUARY GREEN,0,1485.43,2004-12-07,New Sale,Condominium,99 yrs from 17/03/1997,2003,1,HDB,436925,3,19
VALLEY PARK,0,1356.26,1995-04-01,Sub Sale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248364,7,20
N.A.,0,904.18,2003-08-07,Resale,Apartment,Freehold,2001,1,Private,229160,9,23
WHISTLER GRAND,0,1065.64,2018-11-03,New Sale,Apartment,99 yrs from 07/05/2018,Uncompleted,1,Private,126752,27,36
J GATEWAY,0,1205.57,2013-07-11,New Sale,Condominium,99 yrs from 28/08/2012,Uncompleted,1,Private,608533,13,38
RIDGEWOOD,0,2002.1,2009-05-22,Resale,Condominium,999 yrs from 06/07/1885,1981,1,Private,276906,12,23
THE SUNFLOWER,0,1657.66,2018-04-18,Resale,Apartment,Freehold,2000,1,HDB,398415,1,8
GILSTEAD VIEW,0,839.59,1996-02-13,Resale,Apartment,Freehold,1991,1,HDB,309061,11,16
VALLEY PARK,0,1216.33,2007-12-07,Resale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248364,10,20
MOONSTONE VIEW,0,1184.04,2011-10-21,Resale,Apartment,Freehold,2000,1,Private,328496,2,8
THOMSON IMPRESSIONS,0,731.95,2015-10-31,New Sale,Apartment,99 yrs from 12/01/2015,Uncompleted,1,Private,576443,18,19
ECHELON,0,731.95,2019-01-29,Resale,Condominium,99 yrs from 06/03/2012,2016,1,HDB,158741,9,41
CITY SQUARE RESIDENCES,0,861.12,2012-09-17,Resale,Condominium,Freehold,2008,1,Private,207224,28,30
FABER CREST,0,1356.26,2009-12-29,Resale,Condominium,99 yrs from 12/06/1996,2001,1,HDB,129202,1,4
RESIDENCES @ KILLINEY,0,1625.36,2009-07-28,New Sale,Apartment,Freehold,Uncompleted,1,Private,239566,8,10
PRINCIPAL GARDEN,0,495.14,2017-10-14,New Sale,Condominium,99 yrs from 21/07/2014,Uncompleted,1,HDB,159027,19,24
EAST GALLERIA,0,1808.35,2007-08-23,Sub Sale,Apartment,Freehold,2007,1,Private,424239,5,5
THE TREVOSE,0,1733.0,2006-09-27,Resale,Condominium,99 yrs from 14/12/1996,2001,1,Private,298090,3,5
CITY SQUARE RESIDENCES,0,1205.57,2009-01-21,Sub Sale,Condominium,Freehold,2008,1,Private,207225,7,30
PUBLIC MANSION,0,1959.05,2018-03-22,Resale,Apartment,Freehold,1974,1,Private,329813,7,8
GOLDENHILL PARK CONDOMINIUM,0,1334.74,2017-07-10,Resale,Condominium,Freehold,2004,1,HDB,568427,18,20
SIN MING PLAZA,0,1463.9,1999-12-28,Resale,Apartment,Freehold,1992,1,Private,575584,2,10
SCOTTS SQUARE,0,1227.1,2007-09-03,Sub Sale,Apartment,Freehold,Uncompleted,1,Private,228238,24,43
ONE AMBER,0,1453.14,2010-03-16,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,439958,8,23
THE REEF AT KING'S DOCK,0,721.19,2021-01-30,New Sale,Condominium,99 yrs from 12/01/2021,Uncompleted,1,N.A,97996,7,10
THE GARDENS AT BISHAN,0,1227.1,2008-09-13,Resale,Condominium,99 yrs from 22/03/1997,2004,1,HDB,575575,8,20
SEAHILL,0,495.14,2012-05-31,New Sale,Condominium,99 yrs from 26/09/2011,Uncompleted,1,Private,126778,8,28
77 @ EAST COAST,0,409.03,2020-12-27,New Sale,Apartment,Freehold,Uncompleted,1,Private,455218,2,4
THE LAKEFRONT RESIDENCES,0,721.19,2011-04-11,New Sale,Condominium,99 yrs from 03/08/2010,Uncompleted,1,Private,648305,10,17
MERA SPRINGS,0,1291.68,2009-02-11,Sub Sale,Condominium,Freehold,2008,1,Private,219648,20,21
THE STELLAR,0,1485.43,2006-09-20,New Sale,Condominium,Freehold,Uncompleted,1,HDB,127303,2,5
FAIRLODGE,0,1797.59,1998-12-24,New Sale,Apartment,Freehold,Uncompleted,1,Private,278551,3,4
SOUTH BEACH RESIDENCES,0,2098.98,2019-02-22,Resale,Apartment,99 yrs from 10/12/2007,2016,1,Private,189762,42,45
NOMU,0,1388.56,2011-05-18,Resale,Apartment,Freehold,2009,1,Private,229236,7,11
PARK INFINIA AT WEE NAM,0,1463.9,2007-07-18,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,308342,14,31
FABER CREST,0,1485.43,2010-11-11,Resale,Condominium,99 yrs from 12/06/1996,2001,1,Private,129201,1,4
NESS,0,387.5,2012-03-15,New Sale,Apartment,Freehold,Uncompleted,1,Private,398298,4,8
WATERMARK ROBERTSON QUAY,0,925.7,2005-06-16,New Sale,Apartment,Freehold,Uncompleted,1,HDB,238212,6,10
MIDTOWN MODERN,0,409.03,2021-03-19,New Sale,Apartment,99 yrs from 10/12/2019,Uncompleted,1,N.A,188105,11,30
FOURTH AVENUE RESIDENCES,0,484.38,2019-01-19,New Sale,Apartment,99 yrs from 07/03/2018,Uncompleted,1,Private,268678,2,10
SKY HABITAT,0,1033.34,2014-05-12,New Sale,Condominium,99 yrs from 30/05/2011,Uncompleted,1,Private,573909,15,37
SIMSVILLE,0,1248.62,1996-06-06,New Sale,Condominium,99 yrs from 01/12/1994,1998,1,Private,389757,6,16
LAKE GRANDE,0,925.7,2016-07-23,New Sale,Condominium,99 yrs from 09/06/2015,Uncompleted,1,HDB,648159,14,17
BLU CORAL,0,1151.75,2008-09-01,New Sale,Condominium,Freehold,Uncompleted,1,HDB,425603,3,5
THE REGENCY AT TIONG BAHRU,0,1280.92,2010-05-31,Sub Sale,Condominium,Freehold,2010,1,HDB,169907,23,35
THE PANORAMA,0,990.29,2015-08-29,New Sale,Condominium,99 yrs from 08/04/2013,Uncompleted,1,HDB,567697,12,20
CASERO @ DUNMAN,0,656.6,2007-07-12,New Sale,Apartment,Freehold,2008,1,Private,439192,2,5
PARK INFINIA AT WEE NAM,0,893.41,2008-01-25,Sub Sale,Condominium,Freehold,Uncompleted,1,HDB,308366,7,31
PAYA LEBAR RESIDENCES,0,1076.4,1999-06-21,New Sale,Apartment,Freehold,2002,1,HDB,409042,10,16
MOONSTONE RESIDENCES,0,1044.11,2012-10-01,Resale,Apartment,Freehold,2004,1,Private,328465,16,19
TREASURES @ G20,0,419.8,2013-05-16,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398751,5,8
PARC OASIS,0,1506.96,2012-02-17,Resale,Condominium,99 yrs from 01/12/1991,1994,1,HDB,609781,17,20
PARK PLACE RESIDENCES AT PLQ,0,1087.16,2018-04-05,New Sale,Apartment,99 yrs from 29/06/2015,Uncompleted,1,HDB,409053,12,17
THE SHELFORD,0,2411.14,2002-06-17,New Sale,Condominium,Freehold,2005,1,HDB,286890,5,5
REFLECTIONS AT KEPPEL BAY,0,1011.82,2007-05-07,New Sale,Condominium,99 yrs from 15/03/2006,Uncompleted,1,Private,98419,6,40
PARC CLEMATIS,0,1926.76,2020-10-01,New Sale,Apartment,99 yrs from 08/08/2019,Uncompleted,1,Private,128796,24,24
LOFT @ RANGOON,0,495.14,2010-07-27,New Sale,Apartment,Freehold,Uncompleted,1,Private,218392,4,5
HALLMARK RESIDENCES,0,1571.54,2014-03-18,New Sale,Condominium,Freehold,Uncompleted,1,Private,259327,6,11
ONE FORT,0,1054.87,2002-11-13,New Sale,Condominium,Freehold,2005,1,Private,439069,6,21
N.A.,0,1162.51,1996-12-05,New Sale,Apartment,Freehold,1996,1,Private,427955,4,23
8@WOODLEIGH,0,1302.44,2009-07-17,New Sale,Condominium,99 yrs from 22/09/2008,Uncompleted,1,Private,357900,15,15
8@WOODLEIGH,0,1657.66,2017-02-03,Resale,Condominium,99 yrs from 22/09/2008,2012,1,HDB,357903,15,15
SUITES @ TOPAZ,0,376.74,2012-06-29,Sub Sale,Apartment,Freehold,2012,1,Private,327849,4,5
ARDMORE PARK,0,2884.75,1997-03-12,New Sale,Condominium,Freehold,Uncompleted,1,Private,259959,28,29
WOODSVILLE 28,0,1399.32,2018-02-23,Resale,Apartment,99 yrs from 15/10/2007,2011,1,Private,357774,3,17
THE ASTON,0,667.37,2002-08-29,New Sale,Apartment,Freehold,2002,1,Private,248973,6,12
SUNFLOWER LODGE,0,1022.58,2003-02-13,New Sale,Apartment,Freehold,2003,1,HDB,398207,7,7
LE HILL CONDOMINIUM,0,1528.49,1999-06-01,New Sale,Condominium,Freehold,1999,1,N.A,118894,1,4
SKYLINE RESIDENCES,0,1474.67,2017-07-27,Resale,Condominium,Freehold,2015,1,Private,109030,4,24
CORONA VILLE,0,1528.49,2010-07-26,Resale,Condominium,Freehold,1983,1,Private,268535,1,1
TANGLIN VIEW,0,1151.75,2010-04-09,Resale,Condominium,99 yrs from 17/05/1997,2001,1,Private,159012,13,20
CENTRAL GROVE,0,1227.1,2017-11-13,Resale,Condominium,99 yrs from 18/07/1997,2001,1,Private,389778,1,18
THE CLEMENT CANOPY,0,731.95,2017-03-24,New Sale,Apartment,99 yrs from 09/03/2016,Uncompleted,1,HDB,129961,26,40
PINNACLE 16,0,581.26,2004-09-08,New Sale,Apartment,Freehold,Uncompleted,1,Private,328107,15,20
LUCIDA,0,1323.97,2011-01-13,Sub Sale,Apartment,Freehold,Uncompleted,1,Private,307780,20,22
THE ANCHORAGE,0,1463.9,1998-04-13,Sub Sale,Condominium,Freehold,1997,1,Private,159958,10,19
CITY SQUARE RESIDENCES,0,1194.8,2005-06-15,New Sale,Condominium,Freehold,Uncompleted,1,HDB,207229,15,30
EUNOS MANSION,0,1291.68,1996-07-04,Resale,Condominium,Freehold,1982,1,Private,419535,2,11
THE GERANIUM,0,947.23,2006-04-25,New Sale,Condominium,Freehold,Uncompleted,1,HDB,424968,2,5
SOPHIA RESIDENCE,0,2012.87,2009-08-18,New Sale,Condominium,Freehold,Uncompleted,1,Private,228194,8,14
EMERALD PARK,0,990.29,1999-10-01,Resale,Condominium,99 yrs from 01/09/1991,1993,1,Private,169588,3,14
REFLECTIONS AT KEPPEL BAY,0,882.65,2018-04-06,Resale,Condominium,99 yrs from 15/03/2006,2011,1,Private,98418,5,40
ONE PEARL BANK,0,430.56,2019-07-29,New Sale,Apartment,99 yrs from 01/03/2019,Uncompleted,1,Private,169016,8,37
N.A.,0,1625.36,1999-12-01,Resale,Apartment,Freehold,1993,1,Private,259796,4,23
LEICESTER LODGE,0,1334.74,2021-01-15,Resale,Apartment,Freehold,2003,1,Private,358843,2,9
PARK COLONIAL,0,1711.48,2020-09-30,New Sale,Condominium,99 yrs from 11/10/2017,Uncompleted,1,N.A,357657,9,15
THE SUITES AT CENTRAL,0,1571.54,2008-06-19,Sub Sale,Condominium,Freehold,2009,1,Private,239897,9,33
THE ARTE,0,1872.94,2013-09-18,Resale,Condominium,Freehold,2010,1,Private,329215,21,34
LEEDON RESIDENCE,0,2131.27,2020-09-21,Resale,Condominium,Freehold,2015,1,Private,266216,6,12
THE MORNINGTON,0,1248.62,2016-07-26,Resale,Apartment,Freehold,2004,1,Private,328005,8,10
PARC OASIS,0,1076.4,2017-10-25,Resale,Condominium,99 yrs from 01/12/1991,1994,1,Private,609774,17,20
SKYLINE 360 @ SAINT THOMAS WALK,0,1733.0,2021-01-04,Resale,Condominium,Freehold,2012,1,Private,238142,19,35
THE PARC CONDOMINIUM,0,1926.76,2018-07-26,Resale,Condominium,Freehold,2010,1,HDB,127146,1,24
BARTLEY RIDGE,0,721.19,2013-04-22,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,Private,368057,16,18
ASCENTIA SKY,0,1474.67,2009-08-25,New Sale,Condominium,99 yrs from 26/03/2008,Uncompleted,1,Private,158748,39,45
ELLIOT AT THE EAST COAST,0,1571.54,2011-06-17,New Sale,Condominium,Freehold,2012,1,Private,458704,2,5
THE PIER AT ROBERTSON,0,1054.87,2009-03-18,Resale,Apartment,Freehold,2006,1,Private,239013,6,10
MEYER MELODIA,0,548.96,2017-06-28,New Sale,Apartment,Freehold,2017,1,N.A,437997,6,10
VISIONCREST,0,699.66,2007-06-01,Sub Sale,Apartment,Freehold,2007,1,Private,238712,10,14
CLIFTEN,0,1065.64,2009-01-02,Resale,Apartment,Freehold,2006,1,Private,259342,16,17
THE COAST AT SENTOSA COVE,0,2023.63,2006-11-16,New Sale,Condominium,99 yrs from 11/04/2006,2009,1,Private,98450,2,8
PATERSON RESIDENCE,0,1496.2,2005-10-20,New Sale,Condominium,Freehold,Uncompleted,1,Private,238549,6,23
EUHABITAT,0,1140.98,2011-09-02,New Sale,Condominium,99 yrs from 06/12/2010,Uncompleted,1,HDB,419541,4,5
EBER GARDENS,0,1711.48,2020-03-23,Resale,Condominium,Freehold,1991,1,Private,239762,1,1
CUSCADEN RESIDENCES,0,1442.38,2000-08-25,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,249722,5,20
THE TRILINQ,0,602.78,2017-06-28,New Sale,Condominium,99 yrs from 16/04/2012,2017,1,HDB,128809,2,36
REGENCY LODGE,0,1280.92,2004-09-15,Resale,Apartment,Freehold,1998,1,HDB,248191,7,11
D'LEEDON,0,1291.68,2013-04-05,New Sale,Condominium,99 yrs from 08/04/2010,Uncompleted,1,HDB,266224,26,35
THE LAKEFRONT RESIDENCES,0,1205.57,2011-03-18,New Sale,Condominium,99 yrs from 03/08/2010,Uncompleted,1,Private,648305,5,17
COMMONWEALTH TOWERS,0,699.66,2017-04-17,New Sale,Condominium,99 yrs from 07/05/2013,2017,1,HDB,149740,33,43
THE CENTRIO,0,1420.85,2007-06-07,New Sale,Apartment,Freehold,Uncompleted,1,Private,329552,12,15
GEM RESIDENCES,0,1248.62,2018-03-27,New Sale,Condominium,99 yrs from 21/09/2015,Uncompleted,1,N.A,319459,6,38
THE ORCHARD RESIDENCES,0,2852.46,2010-06-16,Sub Sale,Apartment,99 yrs from 13/03/2006,Uncompleted,1,Private,237973,11,54
PARC CLEMATIS,0,742.72,2019-08-31,New Sale,Apartment,99 yrs from 08/08/2019,Uncompleted,1,HDB,126740,15,24
THE AXIS,0,753.48,2009-12-15,Sub Sale,Apartment,Freehold,2009,1,Private,308227,6,15
CONCOURSE SKYLINE,0,1162.51,2010-05-10,New Sale,Apartment,99 yrs from 13/03/2008,Uncompleted,1,Private,199599,16,32
BARTLEY RIDGE,0,462.85,2013-04-22,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,Private,368063,11,18
SHEARES VILLE,0,1399.32,2007-07-06,Resale,Apartment,Freehold,2003,1,Private,249446,9,12
RITZ MANSIONS,0,1593.07,1996-01-18,Sub Sale,Apartment,Freehold,1995,1,HDB,329776,2,10
VISTA RESIDENCES,0,1313.21,2012-10-02,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,329426,14,35
HOCK MANSION,0,1614.6,2000-08-01,Resale,Apartment,Freehold,1975,1,Private,228022,8,8
THE INTERLACE,0,1593.07,2013-02-25,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,Private,109707,7,24
CLOVER BY THE PARK,0,1603.84,2011-08-18,Sub Sale,Condominium,99 yrs from 10/09/2007,2011,1,Private,573975,11,39
PINEWOOD GARDENS,0,1646.89,2002-02-05,Resale,Condominium,Freehold,1990,1,HDB,259850,3,11
SEASIDE RESIDENCES,0,505.91,2019-05-21,New Sale,Apartment,99 yrs from 18/04/2016,Uncompleted,1,Private,448873,17,27
CASPIAN,0,893.41,2009-09-03,Sub Sale,Condominium,99 yrs from 17/03/2008,Uncompleted,1,HDB,648320,2,17
PARC VISTA,0,2378.84,2007-07-19,Resale,Condominium,99 yrs from 01/03/1995,1998,1,Private,649811,15,16
DUCHESS CREST,0,1743.77,2019-08-14,Resale,Condominium,99 yrs from 24/06/1995,1998,1,Private,269197,4,4
EIGHT RIVERSUITES,0,441.32,2013-01-10,New Sale,Condominium,99 yrs from 11/07/2011,Uncompleted,1,HDB,338517,23,29
LIANG SEAH COURT,0,581.26,1996-10-18,New Sale,Apartment,999 yrs from 25/01/1827,1997,1,HDB,189029,3,5
LEEDON 2,0,764.24,1999-08-01,Resale,Condominium,Freehold,1996,1,HDB,267829,6,12
LAKEVILLE,0,1302.44,2014-10-08,New Sale,Condominium,99 yrs from 30/04/2013,Uncompleted,1,Private,648162,13,16
CITY GATE,0,678.13,2015-01-29,New Sale,Apartment,99 yrs from 15/04/2014,Uncompleted,1,Private,199597,22,30
VIDA,0,527.44,2009-04-23,New Sale,Apartment,Freehold,Uncompleted,1,Private,228307,12,18
THE ROCHESTER RESIDENCES,0,1302.44,2012-05-04,Sub Sale,Apartment,99 yrs from 02/02/2005,2011,1,Private,138638,24,37
STRAITS RESIDENCES,0,505.91,2010-08-18,New Sale,Apartment,Freehold,Uncompleted,1,HDB,427884,2,5
NORMANTON PARK,0,527.44,2021-01-16,New Sale,Apartment,99 yrs from 22/07/2019,Uncompleted,1,N.A,119028,10,24
THE ROCHESTER RESIDENCES,0,1862.17,2011-01-08,Sub Sale,Apartment,99 yrs from 02/02/2005,Uncompleted,1,Private,138638,13,37
THE OCEANFRONT @ SENTOSA COVE,0,1711.48,2010-05-06,Sub Sale,Condominium,99 yrs from 10/08/2005,2010,1,HDB,98534,9,15
MACKENZIE REGENCY,0,1108.69,2007-06-02,New Sale,Apartment,Freehold,2007,1,Private,228686,3,11
ADAM PARK CONDOMINIUM,0,1345.5,2007-04-19,Resale,Condominium,Freehold,2004,1,Private,289902,1,5
SIMS URBAN OASIS,0,667.37,2016-05-22,New Sale,Condominium,99 yrs from 29/07/2014,Uncompleted,1,HDB,387386,5,19
SUITES @ NEWTON,0,602.78,2012-03-02,New Sale,Apartment,Freehold,Uncompleted,1,HDB,307740,9,18
SIMS URBAN OASIS,0,1033.34,2016-12-16,New Sale,Condominium,99 yrs from 29/07/2014,Uncompleted,1,HDB,387393,9,19
THE SUNNY SPRING,0,1194.8,2018-04-30,Resale,Apartment,Freehold,1998,1,HDB,398074,7,8
PARK INFINIA AT WEE NAM,0,1130.22,2010-02-12,Resale,Condominium,Freehold,2008,1,Private,308364,2,31
ONE ST MICHAEL'S,0,1377.79,2006-11-17,New Sale,Condominium,Freehold,Uncompleted,1,HDB,328007,7,25
HARBOUR VIEW GARDENS,0,656.6,2018-06-29,New Sale,Apartment,Freehold,Uncompleted,1,Private,118582,4,5
BRADDELL VIEW,0,1614.6,2010-04-07,Resale,Apartment,99 yrs from 01/04/1978,1978,1,Private,579723,18,25
DENG FU VILLE,0,1377.79,2005-10-20,New Sale,Apartment,Freehold,Uncompleted,1,HDB,417777,5,5
MERAPRIME,0,839.59,2004-04-30,New Sale,Condominium,99 yrs from 20/06/2003,Uncompleted,1,Private,169568,23,36
PARK INFINIA AT WEE NAM,0,850.36,2006-09-18,New Sale,Condominium,Freehold,Uncompleted,1,Private,308366,24,31
NORMANTON PARK,0,656.6,2021-01-15,New Sale,Apartment,99 yrs from 22/07/2019,Uncompleted,1,HDB,117284,16,24
THE SEA VIEW,0,1410.08,2005-07-19,New Sale,Condominium,Freehold,Uncompleted,1,Private,439946,14,22
GOLDENHILL PARK CONDOMINIUM,0,1313.21,2002-08-28,New Sale,Condominium,Freehold,2004,1,Private,568431,7,20
SIMSVILLE,0,1248.62,1996-05-02,New Sale,Condominium,99 yrs from 01/12/1994,1998,1,Private,389757,5,16
8@WOODLEIGH,0,1313.21,2009-07-14,New Sale,Condominium,99 yrs from 22/09/2008,Uncompleted,1,HDB,357903,15,15
CHELSEA GARDENS,0,2508.01,2006-06-02,Resale,Condominium,Freehold,2000,1,Private,257650,8,10
AVALON,0,1162.51,2007-06-25,Resale,Condominium,Freehold,1999,1,Private,259986,7,10
KERRISDALE,0,1270.15,2006-09-21,Resale,Condominium,99 yrs from 02/04/1998,2005,1,Private,207853,5,30
RICHMOND PARK,0,1011.82,2007-12-06,Resale,Condominium,Freehold,1996,1,Private,229920,9,28
AVENUE SOUTH RESIDENCE,0,947.23,2020-03-12,New Sale,Apartment,99 yrs from 14/08/2018,Uncompleted,1,HDB,168877,10,56
PALM LODGE,0,1657.66,2014-08-04,Resale,Apartment,Freehold,1992,1,Private,387904,2,8
UE SQUARE,0,1560.78,1999-01-06,Sub Sale,Apartment,929 yrs from 01/01/1953,1997,1,Private,238275,9,18
